model,outcome,rows,spearman,date_block_ci_low,date_block_ci_high,date_block_p_one_sided,issuer_block_ci_low,issuer_block_ci_high,issuer_block_p_one_sided,date_block_bh_q_all_8,issuer_block_bh_q_all_8
qwen25_7b,abs_market_adjusted_return_h1,9335,0.12792879134624335,0.10197387083554568,0.15362187512544126,0.0004997501249375312,0.10593454761799416,0.14987723201353476,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312
qwen25_7b,abs_market_adjusted_return_h2,9271,0.11211758234939344,0.08415139497185346,0.13845680289027787,0.0004997501249375312,0.09118024837376784,0.13462625402896455,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312
qwen25_7b,parkinson_expansion_h1,9304,0.07372069246362985,0.054713057893804054,0.09413072961429247,0.0004997501249375312,0.051724468301982456,0.09557893866843364,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312
qwen25_7b,abnormal_volume_h1,9304,0.11865638068922663,0.09568889151168178,0.1420687940239429,0.0004997501249375312,0.09652313527453024,0.14143302505768143,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312
qwen3_4b,abs_market_adjusted_return_h1,9335,0.21166739782884153,0.1878527084401159,0.23354849529639388,0.0004997501249375312,0.19147240139311442,0.23222731734829963,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312
qwen3_4b,abs_market_adjusted_return_h2,9271,0.19193156285376603,0.16914557151320364,0.21311222092085916,0.0004997501249375312,0.17151468282377283,0.21260286057543204,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312
qwen3_4b,parkinson_expansion_h1,9304,0.2727238150986402,0.2467832400570783,0.29427484897279615,0.0004997501249375312,0.252987953148627,0.29288234783593675,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312
qwen3_4b,abnormal_volume_h1,9304,0.2856694501412275,0.2610831297112811,0.3063394130068356,0.0004997501249375312,0.2657603497934376,0.30523004961721056,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312
