score,rows,spearman,date_block_ci_low,date_block_ci_high,within_date_permutation_p_one_sided
axis_last_qwen25,383,0.0023523044167703313,-0.10788722439071223,0.11634769298331361,0.6326836581709145
axis_last_qwen3,383,-0.04722486603420229,-0.13929908535090732,0.040786558386965696,0.823088455772114
axis_mean_qwen25,383,0.18305618874140503,0.06871789922144578,0.3260821599512495,0.0004997501249375312
axis_mean_qwen3,383,-0.11706585854305362,-0.15539945005382858,-0.07642548433381306,0.9885057471264368
direct_qwen25,383,0.1066407905349063,-0.031217050864714695,0.2367699093024929,0.022488755622188907
direct_qwen3,383,0.13996734583680778,0.003918974677707557,0.2714259195366218,0.009995002498750625
